zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index
28466624,For Sale,Med Center,92900.0,2.0,1.0,796.0,"2750 Holly Hall St APT 1208, Houston, TX 77054",2750 Holly Hall St APT 1208,Houston,TX,77054,For sale,58.0,301.0,17.0,"Location!! Location!! Location!! Convenience and secured. Near bus stop. Minutes from Houston Downtown, Medical Center, NRG Arena, Zoo, and great local dining and shopping centers. 2 bedrooms, 1 Bath. Ready to move-in. Manned gated complex. Stackable washer/dryer and Refrigerator included.",Townhouse,1984.0,Other,Central,No Data,294.0,2.72,117.0,,,1.0,1984.0,866.0,5.0,1.0,1.0,,,29.683618,-95.384926,http://www.zillow.com/homedetails/2750-Holly-Hall-St-APT-1208-Houston-TX-77054/28466624_zpid/,89138,84681,93595,1054,959,1391,,,,,,,,
28466636,For Sale,Med Center,94000.0,2.0,1.0,796.0,"2750 Holly Hall St APT 1220, Houston, TX 77054",2750 Holly Hall St APT 1220,Houston,TX,77054,For sale,187.0,258.0,9.0,"this 2Bed/1Bath/2nd Floor unit is rented. See from outside. If interested in looking from inside, please call Agent to arrange showing. This Complex has24 Hr manned gate, 1 assigned parking+ additional parking, Basic cable, Hot water & Cold water included in HOA Fee. walking distance to take Metro Bus #060 for going to Medical Center/ Down Town /University of Houston. Close to Hwy 610 & 288.",Townhouse,1984.0,Other,Central,No Data,294.0,2.72,118.0,,,2.0,1984.0,872.0,5.0,1.0,1.0,,,29.683618,-95.384926,http://www.zillow.com/homedetails/2750-Holly-Hall-St-APT-1220-Houston-TX-77054/28466636_zpid/,89634,83360,94116,1050,956,1386,,,,,,,,
28466735,For Sale,Med Center,169900.0,2.0,2.0,952.0,"2750 Holly Hall St APT 1903, Houston, TX 77054",2750 Holly Hall St APT 1903,Houston,TX,77054,For sale,43.0,101.0,0.0,"This is a newly rebuilt unit in November, 2019 from the ground up with tile flooring throughout, granite counter tops, stainless steel appliances, new cabinets and fresh new paint.",Townhouse,1984.0,Other,Central,No Data,329.0,1.04,178.0,,,1.0,2018.0,1383.0,5.0,1.0,1.0,,,29.684436,-95.385292,http://www.zillow.com/homedetails/2750-Holly-Hall-St-APT-1903-Houston-TX-77054/28466735_zpid/,160732,151088,168769,1140,1026,1265,,,,,,,,
28466739,For Sale,Med Center,140000.0,2.0,2.0,952.0,"2750 Holly Hall St APT 1907, Houston, TX 77054",2750 Holly Hall St APT 1907,Houston,TX,77054,For sale,65.0,197.0,8.0,"THIS UNIT WAS REBUILT AFTER THE BUILDING FIRE. SIMPLY STUNNING - MID-LEVEL UNIT WITH LAMINATE FLOORS, GRANITE COUNTERTOPS, NEW STAINLESS APPLIANCES, SIDE BY SIDE WASHER AND DRYER. 24-HOUR MANNED GATES, BASIC CABLE AND WATER PROVIDED, 1 ASSIGNED/COVERED PARKING SPACE, 2 POOLS ON PROPERTY. GREAT LOCATION FOR INCOMING BAYLOR AND UT STUDENTS!!!",Townhouse,1984.0,Other,Central,1.0,328.0,1.04,147.0,1.0,,1.0,2010.0,1185.0,5.0,1.0,1.0,,,29.684436,-95.385292,http://www.zillow.com/homedetails/2750-Holly-Hall-St-APT-1907-Houston-TX-77054/28466739_zpid/,134415,127694,141136,1140,1026,1265,,,,,,,,
28466748,For Sale,Med Center,139900.0,2.0,2.0,952.0,"2750 Holly Hall St APT 1916, Houston, TX 77054",2750 Holly Hall St APT 1916,Houston,TX,77054,For sale,115.0,86.0,1.0,"24/7 Guard manned gate. Down floor conveniently located newly built inside and out unit. Great split plan for 2 people two stay separately or for a with 2 bed rooms and 2 baths with common kitchen & Living area. Completely built to the taste of everyone with granite counter tops, laminate flooring, matching cabinets and coordinated color. Undermount sinks. Utility connections inside the unit. Love birds paradize. Exterior sitting area. INSIDE EVERYTHING NEW! NEW! NEW! NEW!",Townhouse,1984.0,Other,Central,No Data,328.0,1.04,147.0,,,1.0,2018.0,1185.0,5.0,1.0,1.0,,,29.684436,-95.385292,http://www.zillow.com/homedetails/2750-Holly-Hall-St-APT-1916-Houston-TX-77054/28466748_zpid/,134903,128158,141648,1140,1015,1288,,,,,,,,
28467233,For Sale,Med Center,129000.0,1.0,1.0,815.0,"2300 Old Spanish Trl APT 2010, Houston, TX 77054",2300 Old Spanish Trl APT 2010,Houston,TX,77054,For sale,130.0,236.0,10.0,"If you're looking for a well-appointed condo that needs a little TLC and ready for your finishing touches, and in close proximity to the Texas Medical Center, look no further! Nestled in the gated (manned 24/7) community of Riverwalk, this 1 BR, 1 BTH + loft condo offers a remodeled bathroom with walk-in shower, high ceilings, fireplace and spacious storage areas. The following appliances convey with the property; Stainless fridge, black finish matching microwave and stove, washer & dryer. The loft area allows for open concept living with an over-sized storage closet. A/C replaced new in 2017. New roof throughout complex and renovated community gym completed in 2018. Enjoy your morning coffee on the private patio. Priced to sell fast, this home is longing to meet its next forever owner. Location can't be beat with easy access to 610, and seconds from the VA Hospital, UT Dental & Research Plaza. Book your private showing today!",Townhouse,1983.0,Other,Central,No Data,387.0,3.67,158.0,,,1.0,1983.0,1177.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2010-Houston-TX-77054/28467233_zpid/,123521,117345,129697,1500,1200,1575,,,,,,,,
28467240,For Sale,Med Center,152000.0,1.0,1.0,907.0,"2300 Old Spanish Trl APT 2013, Houston, TX 77054",2300 Old Spanish Trl APT 2013,Houston,TX,77054,For sale,46.0,157.0,6.0,"Beautiful upper corner unit and loft can be 2nd bedroom overlooking the living room. High ceiling unit with open floor plan with many windows to make this unit bright and airy. New interior paint. Washer dryer and SS refrigerator included. Cover balcony and small storage. Laminate floor throughout entire unit. 24/7 guarded gated community in the heart of medical center. Short walking distance to UT shuttle and metro bus. 3 pools on property w/hot tub, dry sauna, fitness room and clubhouse. Come see this unit before it is gone. Make this your dream home.",Townhouse,1983.0,Other,Central,No Data,358.0,3.67,168.0,,,1.0,1983.0,1301.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2013-Houston-TX-77054/28467240_zpid/,145928,138632,153224,1475,1313,1549,,,,,,,,
28467253,Sold,Med Center,145000.0,1.0,1.0,815.0,"2300 Old Spanish Trl APT 2018, Houston, TX 77054",2300 Old Spanish Trl APT 2018,Houston,TX,77054,Sold,,,,"2300 Old Spanish Trl APT 2018, Houston, TX is a townhouse home that contains 815 sq ft and was built in 1983. It contains 1 bedroom and 1 bathroom. This home last sold for $145,000 in June 2018. The Zestimate for this house is $152,258, which has increased by $2,660 in the last 30 days. The Rent Zestimate for this home is $1,495/mo, which has increased by $86/mo in the last 30 days. More",Townhouse,1983.0,Other,Central,1.0,285.0,3.67,,,,,,,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2018-Houston-TX-77054/28467253_zpid/,152258,137032,170529,1495,1211,1570,06/29/18,152258.0,,,,,,
28467255,For Sale,Med Center,149900.0,2.0,1.0,814.0,"2300 Old Spanish Trl APT 2020, Houston, TX 77054",2300 Old Spanish Trl APT 2020,Houston,TX,77054,For sale,8.0,94.0,4.0,"Welcome home to this stunning, cozy, updated condo in the Texas Medical Center. Upper floor 2 bed / 1 Bath corner unit has wonderful natural light while surrounded by lush greenery. Condo has updated flooring, granite kitchen counter-tops, modern stainless steel appliances, and fresh coat of paint. Step outside onto a balcony with great views of trees and lush landscaping. Complex has 3 pools, gated community with 24-hour manned security at the gate, and new updated gym. You can't beat the convenience of this location either, situated across from the VA Hospital and near shuttle and bus routes, this is the perfect location for those working, training, schooling in the Medical Center. Come check out this home TODAY!",Townhouse,1983.0,Other,Central,No Data,315.0,3.67,184.0,,,1.0,1983.0,1233.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2020-Houston-TX-77054/28467255_zpid/,141511,133020,148587,1400,1092,1512,,,,,,,,
28467283,Sold,Med Center,184900.0,2.0,2.0,1019.0,"2300 Old Spanish Trl APT 1037, Houston, TX 77054",2300 Old Spanish Trl APT 1037,Houston,TX,77054,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Ground floor corner unit with numerous updates including: A fantastic kitchen with granite counter tops, pendant & recessed lighting, stainless appliances including a new refrigerator along with ample counter & cabinet storage. The home has an open floor plan, a private patio, hardwood flooring, NEW windows, NEW air conditioning & heating units and a stackable full size washer & dryer are included. Two updated baths one with a whirlpool garden tub and the master bath includes a walk in shower with frameless surround. Very good closet space. The Riverwalk community includes 3 pools, hot tub, clubhouse, workout facility, 24 hr. guard at gated entrance and convenient commutes to The Medical Center, VA (across the street), Baylor & UT with free shuttles to Baylor & VA. Metro rail & bus are public transit options.More",Townhouse,1983.0,Other,Central,No Data,285.0,3.67,,,,,,,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-1037-Houston-TX-77054/28467283_zpid/,194931,173489,218323,1400,1204,1624,05/09/18,194793.0,,,,,,
28467287,For Sale,Med Center,129900.0,2.0,1.0,907.0,"2300 Old Spanish Trl APT 2037, Houston, TX 77054",2300 Old Spanish Trl APT 2037,Houston,TX,77054,For sale,129.0,291.0,10.0,"2ND STORY LOFT LOFT CAN BE USED AS ANOTHER BEDROOM(WITH CLOSET). STYLISH 2-STORY CONDO W/STUDY/OFFICE LOFT. WOODBURNING FIREPLACE, WHIRLPOOL TUB, CATHEDRAL CEILINGS. CONVENIENT TO MEDICAL CENTER. VERSATILE FLOORPLAN. BEAUTIFUL TILE 1ST FLOOR, CLEAN CARPET ON 2ND FLOOR. MINUTES TO MEDICAL CENTER, RICE UNIVERSITY, 610, RELIANT STADIUM, GALLERIA, DOWNTOWN. CONVENIENT FOR DOCTORS AND COLLEGE STUDENTS.",Townhouse,1983.0,Other,Central,No Data,352.0,5871.0,143.0,,,1.0,1983.0,1148.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2037-Houston-TX-77054/28467287_zpid/,125453,119180,131726,1450,1261,1537,,,,,,,,
28467380,For Sale,Med Center,140000.0,2.0,1.0,838.0,"2300 Old Spanish Trl APT 1086, Houston, TX 77054",2300 Old Spanish Trl APT 1086,Houston,TX,77054,For sale,277.0,140.0,6.0,"This Riverwalk condo has 2 bedrooms and 1 bath. A/C Unit was recently replaced, beautiful laminate floors throughout, interior was freshly painted and washer and dryer are included. Great location for an investment property! It is centrally located in the (Houston's) renowned Texas Medical Center. You have quick access to NRG Stadium, Miller Outdoor Theater, and the Museum District. Call for your appointment TODAY!",Townhouse,1983.0,Other,Central,No Data,295.0,2.79,167.0,,,1.0,1983.0,1152.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-1086-Houston-TX-77054/28467380_zpid/,134138,127431,140845,1500,1305,1575,,,,,,,,
28467388,For Sale,Med Center,152000.0,1.0,1.0,838.0,"2300 Old Spanish Trl APT 2086, Houston, TX 77054",2300 Old Spanish Trl APT 2086,Houston,TX,77054,For sale,375.0,147.0,2.0,"A charming one bedroom, one bath condo, located on a beautifully landscaped courtyard, features a second story loft and many other fine amenities. The kitchen features stainless steel appliances, white cabinetry with granite countertops and breakfast bar. There is also a cozy dining area and adjoining utility, with full-size washer and dryer. The spacious living room features a soaring ceiling, tile flooring, wood-burning fireplace and sliding door to the balcony with recently installed wood decking. The bedroom features a vaulted ceiling and walk-in closet. The adjoining bath features updated cabinetry with granite countertop and whirlpool tub/shower. The upstairs loft features a room-size closet and would make a great study, home office, or possible second bedroom. The Riverwalk features a clubhouse, exercise room, several pools, and a manned gate with 24-hour security, and is located just minutes from the Medical Center, NRG Stadium, Rice University, and Midtown.",Condo,1983.0,Other,Central,Off street,285.0,,181.0,,,2.0,1983.0,1228.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2086-Houston-TX-77054/28467388_zpid/,,,,1500,1305,1575,,,,,,,,
28467398,For Sale,Med Center,169900.0,2.0,2.0,1019.0,"2300 Old Spanish Trl APT 1096, Houston, TX 77054",2300 Old Spanish Trl APT 1096,Houston,TX,77054,For sale,56.0,660.0,36.0,"Gated Riverwalk Condominium, located in the heart of the Houston Medical Center: VA Hospital, UT Dental and Research Plaza. Minutes from Baylor College of Medicine, Rice University and the University of Houston. Easy access to the Metro Bus, Metro Rail, UT Shuttle, major highways, entertainment areas, and businesses. Move-in ready unit, located across from one of 3 community pool. Recent remodeled chef's kitchen that includes granite countertops, new appliances, painted cabinets. Also remodeled bathrooms, walk-in showers, plus fresh interior paint thru-out. Open floor plan with plenty of natural light, high ceilings, a spacious living area boasting a cozy fireplace, split bedroom floor plan with two en-suite bedrooms with walk-in closets offers maximum privacy. Community amenities include 24-hour security, manned gate, lush landscaping, clubhouse, three pools, newly remodeled fitness facility, cable, water/sewage, trash, and building insurance from the walls out. DO NOT MISS!",Condo,1983.0,Other,Central,Off street,316.0,,167.0,,,1.0,1983.0,1367.0,5.0,1.0,5.0,,,29.697898,-95.388283,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-1096-Houston-TX-77054/28467398_zpid/,176452,158807,197626,1412,1200,1624,,,,,,,,
28467405,For Sale,Med Center,134900.0,1.0,1.0,838.0,"2300 Old Spanish Trl APT 2095, Houston, TX 77054",2300 Old Spanish Trl APT 2095,Houston,TX,77054,For sale,317.0,111.0,1.0,"STYLISH 2-STORY CONDO WITH LOFT. LAMINATE WOOF FLOORING IN LIVING AND BEDROOM, TILE IN KITCHEN. WOOD BURNING FIREPLACE, WHIRLPOOL TUB AND LOFT ON 2ND FLOOR. LOFT CAN BE USED AS ANOTHER BEDROOM(WITH CLOSET)/STUDY/OFFICE. CONVENIENT TO MEDICAL CENTER. CLEAN CARPET ON 2ND FLOOR. MINUTES TO MEDICAL CENTER, RICE UNIVERSITY, 610, RELIANT STADIUM, GALLERIA, DOWNTOWN. CONVENIENT FOR DOCTORS AND COLLEGE STUDENTS.",Townhouse,1983.0,Other,Central,No Data,284.0,2.79,161.0,,,1.0,1983.0,1110.0,5.0,1.0,5.0,,,29.697898,-95.388283,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2095-Houston-TX-77054/28467405_zpid/,128917,122471,135363,1500,1305,1575,,,,,,,,
28467416,For Sale,Med Center,160000.0,2.0,1.0,814.0,"2300 Old Spanish Trl APT 2102, Houston, TX 77054",2300 Old Spanish Trl APT 2102,Houston,TX,77054,For sale,13.0,765.0,42.0,"Located in the heart of the Texas Medical Center; this 2-bedroom, 1-bath, corner unit condo located at the back of the community is not to be missed. Vaulted ceilings highlight the 2-level condo which would be a perfect roommate split, for yourself, or as an investment rental. Laminate and tile flooring. Granite counter-tops. The washer, dryer and fridge come with the home! Enjoy this gated communities 3 pools, fitness center and club house. Condo is being sold furnished or unfurnished. Amazing location with close proximity to TMC, NRG Stadium, Rice University, and Midtown.",Townhouse,1983.0,Other,Central,No Data,322.0,2.79,197.0,,,1.0,1983.0,1311.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2102-Houston-TX-77054/28467416_zpid/,152310,144695,159925,1400,1092,1540,,,,,,,,
28467425,For Sale,Med Center,139900.0,2.0,1.0,838.0,"2300 Old Spanish Trl APT 1111, Houston, TX 77054",2300 Old Spanish Trl APT 1111,Houston,TX,77054,For sale,190.0,148.0,11.0,"A beautiful two-bedroom condo on the first floor. Property features new laminate flooring, open kitchen with granite countertops and under-mount sink. Space saver microwave. The master bedroom has a walk-in closet. Hollywood bath that opens to living area and master bedroom. 24-hour manned gate, clubhouse, the spa at the main gate, pool & exercise room, and 3 pools on the property.",Townhouse,1983.0,Other,Central,Carport,325.0,2.79,167.0,,,1.0,1983.0,1182.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-1111-Houston-TX-77054/28467425_zpid/,134362,127644,141080,1500,1320,1575,,,,,,,,
28467448,For Sale,Med Center,146500.0,1.0,1.0,838.0,"2300 Old Spanish Trl APT 2118, Houston, TX 77054",2300 Old Spanish Trl APT 2118,Houston,TX,77054,For sale,65.0,100.0,4.0,"Carefree Convenient Condo Living! This Lovely Second Floor Condo Features High Ceilings, Ceiling Fans, Tile & Wood Flooring Throughout. Wood Burning Fireplace in Spacious Living Area. Kitchen/Diming Combo Comes with Granite Counter Tops, Tile Backsplash, Breakfast Bar & Stainless Steel Appliances. Full Bath with Granite Counter Tops and Tub with Shower. Loft Upstairs Could be Used as a Second Bedroom. Check Out the Upstairs Closet! Close To Medical Center. Come see today, you don't want to miss out on this one!",Townhouse,1983.0,Other,Central,No Data,313.0,2.79,175.0,,,1.0,1983.0,1210.0,5.0,1.0,5.0,,,29.697608,-95.390621,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2118-Houston-TX-77054/28467448_zpid/,139365,132397,146333,1500,1305,1575,,,,,,,,
28467468,For Sale,Med Center,154990.0,2.0,1.0,838.0,"2300 Old Spanish Trl APT 1130, Houston, TX 77054",2300 Old Spanish Trl APT 1130,Houston,TX,77054,For sale,8.0,239.0,13.0,"EXCELLENT LOCATION & THE PRICE ARE UNBEATABLE! GREAT TWO BEDROOMS WITH UPDATES.SINGLE FLOOR WITH PATIO OPEN KITCHEN WITH AMPLE CABINETS, GRANITE, STAINLESS APPLIANCES CORNER WOOD BURNING FIREPLACE. 24-HOUR MANNED GATES, BASIC CABLE, WATER PROVIDED, 3 POOLS ON PROPERTY, CLUBHOUSE, DRY SAUNA, SPA AT MAIN POOL. A SHORT WALK TO THE UT SHUTTLE & DENTAL SCHOOL & THE METRO BUS #60 TO BAYLOR & THE TEXAS MEDICAL CENTER AREA. ALL INFORMATION TO BE VERIFIED BY BUYER.",Townhouse,1983.0,Forced air,Central,1.0,279.0,3.03,185.0,1.0,,1.0,1983.0,1240.0,5.0,1.0,5.0,,,29.697613,-95.389544,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-1130-Houston-TX-77054/28467468_zpid/,146582,139253,153911,1500,1305,1575,,,,,,,,
28467479,For Sale,Med Center,157500.0,1.0,1.0,907.0,"2300 Old Spanish Trl APT 2133, Houston, TX 77054",2300 Old Spanish Trl APT 2133,Houston,TX,77054,For sale,48.0,562.0,32.0,"INCREDIBLE FIND!! Located in the heart of the Medical Center, TOTALLY UPDATED CORNER UNIT!! 2019 updates include low E windows, carpet, paint, quartz counter tops, soft close cabinets & drawers, all appliances including washer/dryer, french door refrigerator and oversized deep bath tub. Cozy fireplace and outdoor balcony. A flexible loft area with additional closet overlooks the living area. Light and bright with a catherdal ceiling and large windows makes this unit feel like home! READY FOR QUICK MOVE IN! (Room sizes are approximate; Buyer should confirm.)",Condo,1983.0,Other,Central,Carport,358.0,,174.0,0.0,,1.0,1983.0,1332.0,5.0,1.0,5.0,,,29.697613,-95.389544,http://www.zillow.com/homedetails/2300-Old-Spanish-Trl-APT-2133-Houston-TX-77054/28467479_zpid/,151504,143929,159079,1500,1320,1575,,,,,,,,
28470888,For Sale,Med Center,125000.0,2.0,2.0,925.0,"2121 El Paseo St APT 1203, Houston, TX 77054",2121 El Paseo St APT 1203,Houston,TX,77054,For sale,45.0,314.0,18.0,"Move-in ready condo close to the Medical Center has a functional split floorplan. Light & Bright kitchen with granite countertops, breakfast bar & stainless steel appliances is open to the living & dining room. Freshly painted in designer colors of light gray with white trim that goes with any decor. Large tile floors throughout the unit are not only beautiful, but easy to care for (No Carpet!) The living room has a beautiful fireplace & classic french doors that lead to the private, fenced patio area. This home is priced to sell and a Must See!",Townhouse,1984.0,Other,Central,No Data,378.0,5.09,135.0,,,1.0,1984.0,1147.0,5.0,1.0,5.0,,,29.689848,-95.390928,http://www.zillow.com/homedetails/2121-El-Paseo-St-APT-1203-Houston-TX-77054/28470888_zpid/,118627,110323,124558,1100,1012,1397,,,,,,,,
28470919,For Sale,Med Center,104900.0,2.0,1.0,804.0,"2121 El Paseo St APT 1406, Houston, TX 77054",2121 El Paseo St APT 1406,Houston,TX,77054,For sale,29.0,1020.0,57.0,"Check out this amazing Medical Center area 2 bedroom, 1 bath condo with a private patio. It's on the second floor of the building. Recently upgraded kitchen with newly painted cabinets, breakfast bar and wine cup holders. Freshly painted in designer colors of light gray with white trim that goes with any decor. Beautify engineered laminate floors are in all bedrooms, living/dining. Tiles in kitchen. All appliances (oven, refrigerator, dishwasher, microwave) and stack Washer/Dryer inside the unit will stay. Short distance to UT shuttle and metro. Bus stop #60 to Baylor, TMC, & UT dental school.",Townhouse,1984.0,Other,Central,No Data,335.0,5.09,130.0,,,1.0,1984.0,980.0,5.0,1.0,5.0,,,29.689848,-95.390928,http://www.zillow.com/homedetails/2121-El-Paseo-St-APT-1406-Houston-TX-77054/28470919_zpid/,100206,95196,105216,1085,955,1291,,,,,,,,
28470925,Sold,Med Center,106000.0,2.0,1.0,804.0,"2121 El Paseo St APT 1504, Houston, TX 77054",2121 El Paseo St APT 1504,Houston,TX,77054,Sold,,,,"2121 El Paseo St APT 1504, Houston, TX is a townhouse home that contains 804 sq ft and was built in 1984. It contains 2 bedrooms and 1 bathroom. This home last sold for $106,000 in December 2018. The Zestimate for this house is $109,776, which has increased by $1,490 in the last 30 days. The Rent Zestimate for this home is $1,099/mo, which has increased by $36/mo in the last 30 days. More",Townhouse,1984.0,Other,Central,No Data,335.0,5.09,,,,,,,5.0,1.0,5.0,,,29.689848,-95.390928,http://www.zillow.com/homedetails/2121-El-Paseo-St-APT-1504-Houston-TX-77054/28470925_zpid/,109776,98798,121851,1099,956,1297,12/31/18,109776.0,,,,,,
28470928,For Sale,Med Center,119000.0,1.0,2.0,943.0,"2121 El Paseo St APT 1508, Houston, TX 77054",2121 El Paseo St APT 1508,Houston,TX,77054,For sale,44.0,100.0,5.0,"Lovely 2-story, townhouse-styled condominium with spacious 1 bedroom and adjacent area for study or sitting area, living room with wood burning fireplace and high ceiling, french doors lead to private patio, dining room, kitchen with SS appliances, refrigerator, stackable washer/dryer included, laminate flooring on both levels; Complex has several pools and manned gate; Easy access to Medical Ctr, Downtown, NRG Stadium and a short walk to the UT Dental School, UT Shuttle & Metro Bus 87 to Baylor",Townhouse,1984.0,Other,Central,1.0,356.0,No Data,126.0,1.0,,2.0,2011.0,1088.0,5.0,1.0,5.0,,,29.689848,-95.390928,http://www.zillow.com/homedetails/2121-El-Paseo-St-APT-1508-Houston-TX-77054/28470928_zpid/,114900,109155,120645,1250,1050,1500,,,,,,,,
28470945,For Sale,Med Center,124999.0,1.0,2.0,943.0,"2121 El Paseo St APT 1702, Houston, TX 77054",2121 El Paseo St APT 1702,Houston,TX,77054,For sale,172.0,104.0,4.0,"2 stories condo with 943 sq.ft. of living space. Completely renovated to a more modern look. Upgraded kitchen w/Black Appliances & Granite. Laminate floor down. Doors lead to enclosed patio w/ceramic flooring & glass-top table & chairs that will stay! Fridge/Washer/Dryer will stay. Master Bedroom w/alcove & bay window (flex area with many possibilities). Window looking over pool and parking. Manned gate fr 7am - 7pm & Rotating officer at night. Short distance to UT shuttle and metro. Bus stop #60 t Baylor, TMC, & UT dental school.",Townhouse,1984.0,Other,Central,1.0,392.0,5.09,133.0,1.0,,2.0,1984.0,1161.0,5.0,1.0,5.0,,,29.689848,-95.390928,http://www.zillow.com/homedetails/2121-El-Paseo-St-APT-1702-Houston-TX-77054/28470945_zpid/,120269,114256,126282,1250,1050,1500,,,,,,,,
28481163,For Sale,Med Center,180000.0,2.0,3.0,1600.0,"3218 Holly Hall St # 3218, Houston, TX 77054",3218 Holly Hall St # 3218,Houston,TX,77054,For sale,2.0,154.0,0.0,"Great property! Large 1,600 sq foot unit with 2 oversize bedrooms with great walk in closets. Also this unit has a wood burning fire place. Come out and take a look at this unit located in the medical center area. Close to 288 and 610 loop.",Townhouse,1984.0,Other,Central,2.0,475.0,15.54,112.0,2.0,Yes,2.0,1984.0,1588.0,5.0,1.0,1.0,,,29.685311,-95.382099,http://www.zillow.com/homedetails/3218-Holly-Hall-St-3218-Houston-TX-77054/28481163_zpid/,171678,161377,180262,1500,1350,1800,,,,,,,,
28481178,For Sale,Med Center,189900.0,2.0,3.0,1600.0,"3248 Holly Hall St # 3248, Houston, TX 77054",3248 Holly Hall St # 3248,Houston,TX,77054,For sale,31.0,233.0,12.0,"Great conditioned townhome. All windows were replaced with high-end double Pane windows. Tile in the bathrooms. Storm doors front and back. Home also features a wood burning fireplace, garden tub, separate shower, dual vanity, W/D/Ref included, private patio and 2 car garage. The Med Center community includes a manned gate, manicured landscaping and area pool. Just minutes to downtown, medical center, galleria, shopping, and universities.",Townhouse,1984.0,Other,Central,2.0,475.0,15.54,119.0,2.0,Yes,2.0,1984.0,1653.0,5.0,1.0,1.0,,,29.685311,-95.382099,http://www.zillow.com/homedetails/3248-Holly-Hall-St-3248-Houston-TX-77054/28481178_zpid/,183954,174756,193152,1500,1305,1800,,,,,,,,
28481215,Sold,Med Center,159500.0,2.0,2.5,1600.0,"3162 Holly Hall St # 3162, Houston, TX 77054",3162 Holly Hall St # 3162,Houston,TX,77054,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Immaculate remodeled townhome in the heart of Medical Center. This home comes with beautiful bamboo wooden floors throughout the 1st floor. New kitchen granite countertops and new laminate floors upstairs in the bedrooms. Both bedrooms have a private full bathrooms. Attached private patio and 2-car garage. Refrigerator, washer and dryer included. Easy access to 288. The HOA provides a beautiful manicured grounds with 24 hour security and 2 pools. HOA also provides water, basic cable and trash pickup as an added cost savings. Application Required, fair credit, no serious criminal history, no evictions/broken leases, income 3x rent. Pets are considered on a case by case basis & additional fees apply. No Sec 8. No Smoking. Don't Miss This One!!More",Townhouse,1984.0,Other,Central,2.0,455.0,No Data,,,,,,,5.0,1.0,1.0,,,29.685311,-95.382099,http://www.zillow.com/homedetails/3162-Holly-Hall-St-3162-Houston-TX-77054/28481215_zpid/,169768,151094,190140,1500,1335,1800,02/28/18,169646.0,,,,,,
28481227,Sold,Med Center,155000.0,2.0,2.5,1600.0,"3186 Holly Hall St, Houston, TX 77054",3186 Holly Hall St,Houston,TX,77054,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.PRICE REDUCED! Wonderfully maintained 2/2.5 townhouse conveniently located in Medical Center. Granite counters in kitchen with updated breakfast bar and beautiful cabinets. Spacious dining area is open to living room with fireplace and large windows. The master bedroom and luxurious bath complete with oversized soaker tub and standing shower are located on the second floor along with a second bedroom and full bath. Pets are case by case with additional fee. Make an appointment today!More,Townhouse,1984.0,Other,Central,2.0,455.0,15.54,,,,,,,5.0,1.0,1.0,,,29.685311,-95.382099,http://www.zillow.com/homedetails/3186-Holly-Hall-St-Houston-TX-77054/28481227_zpid/,160681,144613,179963,1575,1354,1796,06/15/18,160578.0,,,,,,
