zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index,rent estimate,closing cost,prop tax,total project cost,down payment,loan amount,monthly p&i,total cash needed,vacancy expense,repair expense,capex expense,management expense,hoa expense,monthly expenses,monthly cashflow,cash on cash roi
50215396,Sold,Sugar Land,242018.0,4.0,3.0,2652.0,"16802 Dunbar Grove Ct, Sugar Land, TX 77498",16802 Dunbar Grove Ct,Sugar Land,TX,77498,Sold,,,,"16802 Dunbar Grove Ct, Sugar Land, TX is a single family home that contains 2,652 sq ft and was built in 1998. It contains 4 bedrooms and 3 bathrooms. This home last sold for $242,018 in May 2018. The Zestimate for this house is $245,664, which has decreased by $1,015 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has decreased by $83/mo in the last 30 days. More",Single Family,1998.0,Other,Central,1.0,No Data,9674.0,,,,,,,8.0,9.0,8.0,,,29.63968,-95.67753,http://www.zillow.com/homedetails/16802-Dunbar-Grove-Ct-Sugar-Land-TX-77498/50215396_zpid/,246992.0,224763.0,271691.0,1790.0,1665.0,1897.0,05/22/18,245664.0,,,,,,,1790.0,8644.72,5433.8240000000005,257636.72,61748.0,185244.0,911.2891318312649,70392.72,89.5,89.5,89.5,143.2,60.0,2035.8077984979318,-245.8077984979318,-4.190338975358789
50215423,Sold,Sugar Land,227500.0,4.0,2.0,1804.0,"16822 Needle Ridge Ct, Sugar Land, TX 77498",16822 Needle Ridge Ct,Sugar Land,TX,77498,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.WOW!!! Super Clean 1 story, 4 bedroom, 2 bath WITH a POOL in the Summerfield Community! This amazing cul-de-sac street has mature trees, and this home has trees in both the front and back yards, a covered back patio, and POOL! Stainless appliances, updated lighting, fresh paint and a great open layout! Gas log fireplace and solar screens too! Fresh neutral paint inside and BRAND NEW CARPET in April 2018!! Call for an appointment today!More",Single Family,1998.0,Forced air,Central,1.0,No Data,6516.0,,,,,,,8.0,9.0,8.0,,,29.638911,-95.67585799999999,http://www.zillow.com/homedetails/16822-Needle-Ridge-Ct-Sugar-Land-TX-77498/50215423_zpid/,232114.0,211224.0,255325.0,1750.0,1610.0,1837.0,05/29/18,230866.0,,,,,,,1750.0,8123.99,5106.508000000001,242237.99,58028.5,174085.5,856.3960190851615,66152.49,87.5,87.5,87.5,140.0,60.0,1944.4383524184948,-194.4383524184948,-3.527093581846938
50215449,For Sale,Sugar Land,198880.0,3.0,2.0,1540.0,"16819 Summerfield Ridge Ct, Sugar Land, TX 77498",16819 Summerfield Ridge Ct,Sugar Land,TX,77498,For sale,17.0,1599.0,118.0,"BEAUTIFUL ONE-STORY HOME W/ AN AMAZING OPEN CONCEPT FLRPLAN W/LOTS OF NATURAL LIGHT SITUATED ON A TREE-LINED CUL-DE-SAC STREET. THIS HOME OFFERS- 3 LARGE BEDRMS W/ WALK-IN CLOSETS, GORGEOUS WOOD FLOORING, HIGH CEILINGS, UPGRADED KITCHEN (SS APPLIANCES, BRAND-NEW RANGE,LOTS OF COUNTERSPACE) THAT FLOWS INTO THE OVERSIZED FAMILY ROOM AND ELEGANT DINING ROOM. GREAT SIZE MASTER BEDROOM AND ONSUITE BATHROOM W/ HIS & HER SINKS. LOTS OF STORAGE CLOSETS, ATTACHED CAR GARAGE W/ WORKSHOP SITUATED ON AN GREAT SIZED LOT! MINS AWAY FRM MAJOR ACCESSWAYS&AMENITIES! ZONED TO EXEMPLARY SCHOOLS AND WALKING DISTANCE TO AUSTIN HS.",Single Family,1997.0,Other,Central,2.0,40.0,6542.0,129.0,2.0,Yes,1.0,1997.0,1316.0,8.0,9.0,8.0,,,29.639096000000002,-95.674459,http://www.zillow.com/homedetails/16819-Summerfield-Ridge-Ct-Sugar-Land-TX-77498/50215449_zpid/,192389.0,182770.0,202008.0,1600.0,1456.0,1680.0,,,,,,,,,1600.0,6733.615,4232.558000000001,201122.615,48097.25,144291.75,709.82867778667,54830.865,80.0,80.0,80.0,128.0,40.0,1670.5418444533366,-70.54184445333658,-1.5438423841025288
50215451,For Sale,Sugar Land,234900.0,4.0,3.0,2269.0,"16831 Summerfield Ridge Ct, Sugar Land, TX 77498",16831 Summerfield Ridge Ct,Sugar Land,TX,77498,For sale,21.0,1352.0,61.0,"This home is ready for you and your family. With 4 good sized bedrooms, large game room, open family/kitchen and a formal dining room you have a perfect family home. Even the yard is a great size. This home is located between the middle school and high school, both of these schools are highly regarded. This home features high end hand scraped look laminate for durability upstairs and large tile down and in wet areas. The kitchen offers granite counters, wood cabinets and tile floors. The breakfast room comes with a built in granite topped desk with drawers and cabinets. The master bath has granite counters, stand alone shower, large garden tub and huge closet. There is a really good sized game room. The secondary bath is also updated. You will love the yard size and new fence. The exterior was freshly painted as well. Fantastic location; close to everything!",Single Family,1997.0,Other,Central,2.0,38.0,6608.0,104.0,2.0,Yes,2.0,1997.0,1514.0,8.0,9.0,8.0,,,29.638639,-95.674452,http://www.zillow.com/homedetails/16831-Summerfield-Ridge-Ct-Sugar-Land-TX-77498/50215451_zpid/,,,,1750.0,1627.0,1890.0,,,,,,,,,1750.0,,,,,,,,87.5,87.5,87.5,140.0,38.0,,,
50215479,Sold,Sugar Land,210500.0,4.0,2.0,2018.0,"17006 Fairway Glen Ln, Sugar Land, TX 77498",17006 Fairway Glen Ln,Sugar Land,TX,77498,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Proud of ownership on this super cute one story home. Single owner, clean, clean, clean. Features 3 bedrooms 2 baths, formal dinning area.Seller has installed vinyl double pain windows. Fresh coat of neutral paint on the inside,Magohany floating laminate floors (30 year wear-stain-fade warranty with water resistance in most of the home except wet areas which have tile. Open floor plan. Laminate counter tops in kitchen. Property is walking distance to Austin High school and Garcia Middle School.More",Single Family,1999.0,Other,Central,1.0,No Data,6006.0,,,,,,,8.0,9.0,8.0,,,29.637921000000002,-95.68126600000001,http://www.zillow.com/homedetails/17006-Fairway-Glen-Ln-Sugar-Land-TX-77498/50215479_zpid/,219851.0,197866.0,244035.0,1700.0,1598.0,1785.0,03/30/17,218803.0,,,,,,,1700.0,7694.785,4836.722,229545.785,54962.75,164888.25,811.1510774528543,62657.535,85.0,85.0,85.0,136.0,60.0,1865.2112441195209,-165.21124411952087,-3.1640806320169643
50215492,Sold,Sugar Land,193000.0,4.0,2.0,1976.0,"3410 Foursome Ln, Sugar Land, TX 77498",3410 Foursome Ln,Sugar Land,TX,77498,Sold,,,,"3410 Foursome Ln, Sugar Land, TX is a single family home that contains 1,976 sq ft and was built in 1999. It contains 4 bedrooms and 2 bathrooms. This home last sold for $193,000 in September 2018. The Zestimate for this house is $195,540, which has decreased by $293 in the last 30 days. The Rent Zestimate for this home is $1,650/mo. More",Single Family,1999.0,Other,Central,2.0,No Data,6189.0,,,,,,,8.0,9.0,8.0,,,29.638779,-95.679956,http://www.zillow.com/homedetails/3410-Foursome-Ln-Sugar-Land-TX-77498/50215492_zpid/,196094.0,178446.0,215703.0,1650.0,1551.0,1848.0,09/27/18,195540.0,,,,,,,1650.0,6863.29,4314.068,204957.29,49023.5,147070.5,723.4984575100409,55886.79,82.5,82.5,82.5,132.0,60.0,1722.5041241767076,-72.50412417670759,-1.5568070560511547
50215555,For Sale,Sugar Land,250000.0,4.0,3.0,2186.0,"17102 Fairway Glen Ct, Sugar Land, TX 77498",17102 Fairway Glen Ct,Sugar Land,TX,77498,For sale,9.0,605.0,23.0,"Beautiful Well Maintained NEVER FLOODED, MOVE-IN-READY 2 story home on a corner lot in Sugar Land. This home has had many upgrades and they start at the front door which is brand new with a RING door bell. There is a beautiful Dining room with new carpet and floor to ceiling custom shelves. The Kitchen has a brand new drop in oven with a gas cook top, new quartz counter tops and a beautiful new glass back splash. The Quartz counter tops continue in the upstairs bath room and master bath with all new faucets. This home is ready to go, a new AC unit (2018) and a new hot water heater(2013)a new Roof (2019), the back yard is fully fenced with a covered patio (2015). The exterior of the house was painted (2014), there is a sprinkler system around the entire home.(2017), and a new back door(2020) The interior of this home was just painted and treated to keep mice and other small creatures out!",Single Family,2000.0,Other,Central,2.0,38.0,6442.0,114.0,2.0,Yes,2.0,2000.0,1642.0,8.0,9.0,8.0,,,29.63717,-95.681692,http://www.zillow.com/homedetails/17102-Fairway-Glen-Ct-Sugar-Land-TX-77498/50215555_zpid/,241759.0,229671.0,253847.0,1700.0,1564.0,1836.0,,,,,,,,,1700.0,8461.565,5318.698,252220.565,60439.75,181319.25,891.9817209561231,68901.315,85.0,85.0,85.0,136.0,38.0,1964.2065542894566,-264.20655428945656,-4.601477709784608
50215563,Sold,Sugar Land,184000.0,3.0,2.0,1976.0,"3419 Foursome Ln, Sugar Land, TX 77498",3419 Foursome Ln,Sugar Land,TX,77498,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.No flooding! Situated on a large corner lot, this Light and Bright 3 bedroom, 2 bathroom home with office/study is a must-see...even for your most selective buyers. Open floor plan! Gourmet Kitchen that has large breakfast bar has been updated with Level III Granite Countertops, freshly painted cabinets, and all stainless steel appliances. Sprinkler System. Solar Panel screens on windows to help make the home more energy efficient. New light fixtures throughout the home. Updated Master Bathroom with gorgeous new accents. Park and Community pool are merely blocks away.More",Single Family,1999.0,Other,Central,2.0,No Data,7065.0,,,,,,,8.0,9.0,8.0,,,29.638488,-95.680461,http://www.zillow.com/homedetails/3419-Foursome-Ln-Sugar-Land-TX-77498/50215563_zpid/,221896.0,210801.0,232991.0,1700.0,1564.0,1785.0,08/01/18,222179.0,,,,,,,1700.0,7766.36,4881.712,231662.36,55474.0,166422.0,818.6962055322858,63240.36,85.0,85.0,85.0,136.0,60.0,1876.5055388656192,-176.5055388656192,-3.3492321460336885
50215656,For Sale,Sugar Land,239900.0,4.0,3.0,2573.0,"16530 Beewood Glen Ct, Sugar Land, TX 77498",16530 Beewood Glen Ct,Sugar Land,TX,77498,For sale,18.0,101.0,12.0,"This 2573 square foot single family home has 4 bedrooms and 3.0 bathrooms. It is located at 16530 Beewood Glen Ct Sugar Land, Texas.",Single Family,2000.0,Other,Central,2.0,35.0,6891.0,93.0,2.0,Yes,2.0,2000.0,1542.0,8.0,9.0,8.0,,,29.645396,-95.672088,http://www.zillow.com/homedetails/16530-Beewood-Glen-Ct-Sugar-Land-TX-77498/50215656_zpid/,231153.0,219595.0,242711.0,1800.0,1656.0,1944.0,,,,,,,,,1800.0,8090.355,5085.366,241243.355,57788.25,173364.75,852.8503623202062,65878.605,90.0,90.0,90.0,144.0,35.0,1925.6308623202062,-125.63086232020623,-2.2884066046062674
54638523,For Sale,Missouri City,217500.0,3.0,2.0,1894.0,"4206 Creek Ridge Ln, Missouri City, TX 77459",4206 Creek Ridge Ln,Missouri City,TX,77459,For sale,3.0,104.0,0.0,"Beautiful single story home featuring a bright & open layout complete with high ceilings, 3 bedrooms, 2 full bathrooms. Upon entering the home is the formal dining room that has a gorgeous light fixture & wood flooring that continues into the family room. The kitchen has been updated with painted cabinetry, new countertops, designer backsplash & an adjoining breakfast area that also has a stunning light fixture. Cozy gas fireplace in the family room. The master suite features a jetted tub, separate shower with frameless glass door & dual sinks. Home is conveniently located minutes from Hwy 6, shopping, restaurants, 59 & more. Don't miss this one!",Single Family,2000.0,Other,Central,2.0,61.0,4647.0,115.0,2.0,Yes,1.0,2000.0,1419.0,5.0,7.0,7.0,,,29.582132,-95.571286,http://www.zillow.com/homedetails/4206-Creek-Ridge-Ln-Missouri-City-TX-77459/54638523_zpid/,208783.0,194168.0,219222.0,1700.0,1615.0,1785.0,,,,,,,,,1700.0,7307.405,4593.226000000001,218090.405,52195.75,156587.25,770.315147094347,59503.155,85.0,85.0,85.0,136.0,61.0,1805.0839804276802,-105.08398042768022,-2.1192284092031133
54638573,Sold,Missouri City,250000.0,4.0,3.0,2666.0,"4111 Creek Ridge Ln, Missouri City, TX 77459",4111 Creek Ridge Ln,Missouri City,TX,77459,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.High and Dry during the Harvey. Well maintained Perry garden home features an open floor plan with high ceilings, master bedroom down, formal living room with corner fireplace, 3 large bedrooms and a spacious game room upstairs, all with ceiling fan, no carpet, amazing good size storage, newly updated kitchen with the stainless steel appliances - new gas range, new microwave, new dishwasher, new cabinets, new Granite counter top, the small yard for your easy maintenance, convenient location, very close to Highway 6 and major shopping areas.More",Single Family,2001.0,Other,Central,4.0,63.0,3990.0,,,,,,,5.0,7.0,7.0,,,29.581799,-95.569934,http://www.zillow.com/homedetails/4111-Creek-Ridge-Ln-Missouri-City-TX-77459/54638573_zpid/,253916.0,231064.0,279308.0,2000.0,1800.0,2100.0,06/14/18,252708.0,,,,,,,2000.0,8887.06,5586.152000000001,264803.06,63479.0,190437.0,936.8355703750219,72366.06,100.0,100.0,100.0,160.0,63.0,2125.3482370416887,-125.34823704168866,-2.0785694903111542
54640178,Sold,Sugar Land,225000.0,3.0,2.5,2252.0,"12935 Stratford Mill Ln, Sugar Land, TX 77498",12935 Stratford Mill Ln,Sugar Land,TX,77498,Sold,,,,"12935 Stratford Mill Ln, Sugar Land, TX is a single family home that contains 2,252 sq ft and was built in 2000. It contains 3 bedrooms and 2.5 bathrooms. This home last sold for $225,000 in November 2017. The Zestimate for this house is $230,868, which has decreased by $614 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has decreased by $50/mo in the last 30 days. More",Single Family,2000.0,Other,Central,2.0,No Data,5170.0,,,,,,,6.0,9.0,8.0,,,29.628128999999998,-95.682373,http://www.zillow.com/homedetails/12935-Stratford-Mill-Ln-Sugar-Land-TX-77498/54640178_zpid/,231643.0,208479.0,257124.0,1750.0,1610.0,1873.0,11/26/17,230868.0,,,,,,,1750.0,8107.505,5096.146000000001,241750.505,57910.75,173732.25,854.6582414199231,66018.255,87.5,87.5,87.5,140.0,60.0,1941.8370747532565,-191.8370747532565,-3.486982346078487
54640208,Sold,Sugar Land,209900.0,3.0,2.0,1809.0,"17231 Stratford Green Dr, Sugar Land, TX 77498",17231 Stratford Green Dr,Sugar Land,TX,77498,Sold,,,,"17231 Stratford Green Dr, Sugar Land, TX is a single family home that contains 1,809 sq ft and was built in 2000. It contains 3 bedrooms and 2 bathrooms. This home last sold for $209,900 in October 2017. The Zestimate for this house is $215,652, which has decreased by $555 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has increased by $29/mo in the last 30 days. More",Single Family,2000.0,Other,Central,2.0,No Data,6398.0,,,,,,,6.0,9.0,8.0,,,29.631465999999996,-95.677747,http://www.zillow.com/homedetails/17231-Stratford-Green-Dr-Sugar-Land-TX-77498/54640208_zpid/,216317.0,194685.0,240112.0,1700.0,1615.0,1785.0,10/30/17,215652.0,,,,,,,1700.0,7571.095,4758.974,225888.095,54079.25,162237.75,798.1122106397928,61650.345,85.0,85.0,85.0,136.0,60.0,1845.6933773064593,-145.6933773064593,-2.8358649536795157
54641214,Sold,Sugar Land,235000.0,3.0,3.0,2330.0,"14906 White Forge Ln, Sugar Land, TX 77498",14906 White Forge Ln,Sugar Land,TX,77498,Sold,,,,"14906 White Forge Ln, Sugar Land, TX is a single family home that contains 2,330 sq ft and was built in 2000. It contains 3 bedrooms and 3 bathrooms. This home last sold for $235,000 in December 2017. The Zestimate for this house is $234,146, which has decreased by $496 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has decreased by $17/mo in the last 30 days. More",Single Family,2000.0,Other,Central,2.0,No Data,6259.0,,,,,,,9.0,7.0,6.0,,,29.647825,-95.644182,http://www.zillow.com/homedetails/14906-White-Forge-Ln-Sugar-Land-TX-77498/54641214_zpid/,235035.0,213882.0,258538.0,1799.0,1709.0,1889.0,12/30/17,234146.0,,,,,,,1799.0,8226.225,5170.77,245261.225,58758.75,176276.25,867.1731922489851,66984.975,89.95,89.95,89.95,143.92,60.0,1971.840692248985,-172.84069224898508,-3.096348557251564
59755082,Sold,Sugar Land,250000.0,3.0,2.0,2290.0,"1814 Rockwall Ct, Sugar Land, TX 77479",1814 Rockwall Ct,Sugar Land,TX,77479,Sold,,,,"1814 Rockwall Ct, Sugar Land, TX is a single family home that contains 2,290 sq ft and was built in 2002. It contains 3 bedrooms and 2 bathrooms. This home last sold for $250,000 in December 2019. The Zestimate for this house is $250,508, which has increased by $323 in the last 30 days. The Rent Zestimate for this home is $1,875/mo, which has decreased by $1/mo in the last 30 days. More",Single Family,2002.0,"Forced air, Other",Central,2.0,70.0,7592.0,,,,,,,10.0,10.0,8.0,,,29.557968,-95.65506500000001,http://www.zillow.com/homedetails/1814-Rockwall-Ct-Sugar-Land-TX-77479/59755082_zpid/,251119.0,228518.0,276231.0,1850.0,1702.0,2146.0,12/06/19,250508.0,,,,,,,1850.0,8789.165,5524.618,261908.165,62779.75,188339.25,926.5159013099022,71568.91500000001,92.5,92.5,92.5,148.0,70.0,2082.4007346432354,-232.4007346432354,-3.8966761138111767
59755101,Sold,Sugar Land,215000.0,3.0,3.0,1975.0,"2039 Grand Ter, Sugar Land, TX 77479",2039 Grand Ter,Sugar Land,TX,77479,Sold,,,,"2039 Grand Ter, Sugar Land, TX is a townhouse home that contains 1,975 sq ft and was built in 2002. It contains 3 bedrooms and 3 bathrooms. This home last sold for $215,000 in June 2018. The Zestimate for this house is $218,102, which has decreased by $894 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has decreased by $79/mo in the last 30 days. More",Townhouse,2002.0,Other,Central,2.0,275.0,3166.0,,,,,,,10.0,10.0,8.0,,,29.560937,-95.681145,http://www.zillow.com/homedetails/2039-Grand-Ter-Sugar-Land-TX-77479/59755101_zpid/,219262.0,199528.0,241188.0,1750.0,1663.0,1837.0,06/17/18,218102.0,,,,,,,1750.0,7674.17,4823.764,228936.17,54815.5,164446.5,808.9779329840107,62489.67,87.5,87.5,87.5,140.0,275.0,2088.458266317344,-338.45826631734417,-6.4994729461815535
59755102,Sold,Sugar Land,220000.0,2.0,2.0,1634.0,"2043 Grand Ter, Sugar Land, TX 77479",2043 Grand Ter,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Fantastic INVESTMENT Opportunity on this GREATWOOD TOWNHOME. Tenant Occupied, Must Honor Lease Terms, Excellent Tenant, Excellent Condition, Golf Course Lot, 2 Spacious Bedrooms, 2 Baths, Private Study, Open Floorplan, Fabulous Kitchen with New Microwave, Lovely Layout!! This slice of heaven has great re-sale value, its easy in and out of the neighborhood, low maintenance, and ready for a new owner. ALL showings - 24 Hour Notice, Call us today, don't let it get away.MoreWhat I Love About The HomeFANTASTIC Investment opportunity with a great Tenant currently in it! Prime location in Greatwood and right on the Golf Course.  The home is in Beautiful condition and is very low maintenance. The open-concept layout is great and even includes a private study!",Townhouse,2002.0,"Forced air, Other",Central,2.0,69.0,5257.0,,,,,,,10.0,10.0,8.0,,,29.561028000000004,-95.681107,http://www.zillow.com/homedetails/2043-Grand-Ter-Sugar-Land-TX-77479/59755102_zpid/,221462.0,201530.0,243608.0,1800.0,1602.0,1890.0,05/17/19,220195.0,,,,,,,1800.0,7751.17,4872.164000000001,231213.17,55365.5,166096.5,817.0949411868221,63116.67,90.0,90.0,90.0,144.0,69.0,1906.1086078534888,-106.10860785348882,-2.0173803438011952
59755123,Sold,Sugar Land,208000.0,3.0,3.0,1975.0,"2210 Ridge Wood Ln, Sugar Land, TX 77479",2210 Ridge Wood Ln,Sugar Land,TX,77479,Sold,,,,"2210 Ridge Wood Ln, Sugar Land, TX is a townhouse home that contains 1,975 sq ft and was built in 2000. It contains 3 bedrooms and 3 bathrooms. This home last sold for $208,000 in December 2019. The Zestimate for this house is $208,429, which has increased by $265 in the last 30 days. The Rent Zestimate for this home is $1,750/mo. More",Townhouse,2000.0,Other,Central,2.0,285.0,2766.0,,,,,,,10.0,10.0,8.0,,,29.562163,-95.679957,http://www.zillow.com/homedetails/2210-Ridge-Wood-Ln-Sugar-Land-TX-77479/59755123_zpid/,208947.0,190142.0,229842.0,1700.0,1598.0,1836.0,12/06/19,208429.0,,,,,,,1700.0,7313.145,4596.834,218260.145,52236.75,156710.25,770.9202331603748,59549.895000000004,85.0,85.0,85.0,136.0,285.0,2029.9897331603747,-329.9897331603747,-6.649678891834313
59755137,Sold,Sugar Land,225000.0,2.0,2.0,1634.0,"2010 Ridge Wood Ln, Sugar Land, TX 77479",2010 Ridge Wood Ln,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Well maintained end unit town home that backs up to the golf course. Stone patio with large landscaped back yard. Study can also be used as a 3rd bedroom. Easy access to 59 and amenities to Sugar Land; like the Smart Financial Centre! Floor plan is open concept with fireplace with gas logs and breakfast bar. DID NOT FLOOD DURING HARVEYMore,Townhouse,2000.0,Other,Central,2.0,70.0,7910.0,,,,,,,10.0,10.0,8.0,,,29.560796000000003,-95.679559,http://www.zillow.com/homedetails/2010-Ridge-Wood-Ln-Sugar-Land-TX-77479/59755137_zpid/,230124.0,209413.0,253136.0,1800.0,1602.0,1890.0,04/10/18,228925.0,,,,,,,1800.0,8054.34,5062.728,240178.34,57531.0,172593.0,849.0538162108003,65585.34,90.0,90.0,90.0,144.0,70.0,1954.9478162108003,-154.94781621080028,-2.83504483552209
59755476,Sold,Sugar Land,229500.0,3.0,2.0,1660.0,"14206 Silver Glade Ln, Sugar Land, TX 77498",14206 Silver Glade Ln,Sugar Land,TX,77498,Sold,,,,"14206 Silver Glade Ln, Sugar Land, TX is a single family home that contains 1,660 sq ft and was built in 2002. It contains 3 bedrooms and 2 bathrooms. This home last sold for $229,500 in May 2017. The Zestimate for this house is $237,899, which has decreased by $696 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has decreased by $50/mo in the last 30 days. More",Single Family,2002.0,Other,Central,2.0,43.0,7209.0,,,,,,,8.0,7.0,6.0,,,29.656585999999997,-95.63779,http://www.zillow.com/homedetails/14206-Silver-Glade-Ln-Sugar-Land-TX-77498/59755476_zpid/,238848.0,214963.0,265121.0,1700.0,1598.0,1836.0,05/19/17,237899.0,,,,,,,1700.0,8359.68,5254.656000000001,249207.68,59712.0,179136.0,881.2414432841304,68071.68,85.0,85.0,85.0,136.0,43.0,1953.1294432841305,-253.1294432841305,-4.46228640076103
59755480,Sold,Sugar Land,234900.0,4.0,2.0,1847.0,"14126 Silver Glade Ln, Sugar Land, TX 77498",14126 Silver Glade Ln,Sugar Land,TX,77498,Sold,,,,"14126 Silver Glade Ln, Sugar Land, TX is a single family home that contains 1,847 sq ft and was built in 2002. It contains 4 bedrooms and 2 bathrooms. This home last sold for $234,900 in May 2018. The Zestimate for this house is $238,517, which has decreased by $990 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has decreased by $79/mo in the last 30 days. More",Single Family,2002.0,Other,Central,2.0,43.0,7235.0,,,,,,,8.0,7.0,6.0,,,29.656589,-95.637036,http://www.zillow.com/homedetails/14126-Silver-Glade-Ln-Sugar-Land-TX-77498/59755480_zpid/,239807.0,218224.0,263788.0,1750.0,1610.0,1890.0,05/16/18,238517.0,,,,,,,1750.0,8393.245,5275.754,250200.245,59951.75,179855.25,884.7797209507195,68344.995,87.5,87.5,87.5,140.0,43.0,1969.9258876173863,-219.92588761738625,-3.8614541582871356
59756032,For Sale,Sugar Land,220000.0,3.0,3.0,1435.0,"2710 Grants Lake Blvd UNIT I5, Sugar Land, TX 77479",2710 Grants Lake Blvd UNIT I5,Sugar Land,TX,77479,For sale,229.0,547.0,9.0,"Located in the heart of First Colony is this great townhome, and it is a townhome not a condo. Covered front porch and manicured landscaping welcome you into this Great floor plan with 3 bedrooms and 3 full baths. Nice designer touches with high ceilings and crown molding downstairs, wood floors throughout (no carpet). Updates include complete HVAC in last 2 years; water heater 2019; Range and dishwasher are recent. Unit is in a great location with easy in/out of complex. Complex is close to all the special Sugar Land amenities: Sugar Land Mall and Town Center, great restaurants, Smart Financial center for your entertainment needs.",Townhouse,2001.0,Other,Central,1.0,240.0,805.0,153.0,1.0,,2.0,2001.0,1651.0,8.0,10.0,10.0,,,29.592091999999997,-95.614385,http://www.zillow.com/homedetails/2710-Grants-Lake-Blvd-UNIT-I5-Sugar-Land-TX-77479/59756032_zpid/,210125.0,199619.0,220631.0,1600.0,1456.0,1760.0,,,,,,,,,1600.0,7354.375,4622.750000000001,219479.375,52531.25,157593.75,775.266522098062,59885.625,80.0,80.0,80.0,128.0,240.0,1968.4956887647286,-368.4956887647286,-7.383989505289029
59756350,For Sale,Sugar Land,220900.0,3.0,3.0,2334.0,"9622 Weldridge Dr, Sugar Land, TX 77498",9622 Weldridge Dr,Sugar Land,TX,77498,For sale,12.0,1035.0,41.0,"Nice and bright 2-story home in Sugar Land! Open concept floorplan with 2-inch faux wood window blinds throughout. Kitchen opens up to casual family room with a view of the huge backyard from the windows. Sit back and relax on the front porch and swing life away. In addition to the extra gameroom upstairs, formal dining and living combo downstairs makes it really convenient for gatherings and entertainment. Wood floors, exterior and interior paint in 2017. Roof is less than 5 years old. Walking distance to Arizona Fleming Elementary School. Easy access to Highway 6 & Westpark Tollway. Convenient location with local Kroger, Home Depot, Starbucks, restaurants, supermarkets, shopping centers, etc. just within minutes. Schedule your showing today and make this your home!",Single Family,2001.0,Other,Central,2.0,45.0,7217.0,95.0,2.0,Yes,2.0,2001.0,1462.0,9.0,5.0,6.0,,,29.672663,-95.652478,http://www.zillow.com/homedetails/9622-Weldridge-Dr-Sugar-Land-TX-77498/59756350_zpid/,214319.0,203603.0,225035.0,1750.0,1610.0,1837.0,,,,,,,,,1750.0,7501.165,4715.018,223820.165,53579.75,160739.25,790.7404913719669,61080.915,87.5,87.5,87.5,140.0,45.0,1831.1586580386333,-81.15865803863335,-1.5944487676119459
59756380,Sold,Sugar Land,201000.0,3.0,2.0,2076.0,"14811 Waverton Ct, Sugar Land, TX 77498",14811 Waverton Ct,Sugar Land,TX,77498,Sold,,,,"14811 Waverton Ct, Sugar Land, TX is a single family home that contains 2,076 sq ft and was built in 2001. It contains 3 bedrooms and 2 bathrooms. This home last sold for $201,000 in May 2018. The Zestimate for this house is $204,217, which has decreased by $844 in the last 30 days. The Rent Zestimate for this home is $1,650/mo, which has increased by $9/mo in the last 30 days. More",Single Family,2001.0,Other,Central,2.0,No Data,8276.0,,,,,,,9.0,5.0,6.0,,,29.672047999999997,-95.65097,http://www.zillow.com/homedetails/14811-Waverton-Ct-Sugar-Land-TX-77498/59756380_zpid/,205321.0,186842.0,225853.0,1650.0,1551.0,1799.0,05/01/18,204217.0,,,,,,,1650.0,7186.235,4517.062,214507.235,51330.25,153990.75,757.5419278224684,58516.485,82.5,82.5,82.5,132.0,60.0,1773.4637611558019,-123.46376115580188,-2.531876502612251
